,public transport,cycling infrastructure,sidewalks,residential,public safety,commercial,educational,recreational,healthcare,percentage,coordinates
آیت الله کاشانی,0,0,1,16,0,0,1,7,2,55.56,"[(36.2979703, 59.6059469), (36.3021922, 59.6180525), (36.3034924, 59.6216749), (36.2989206, 59.60841), (36.2979703, 59.6059469), (36.3031026, 59.609197), (36.3032125, 59.6093045), (36.3074113, 59.6118982), (36.3115763, 59.6144362), (36.3031026, 59.609197)]"
راه آهن,0,0,20,13,1,1,0,11,0,55.56,"[(36.2959034, 59.6282883), (36.2963061, 59.6290589), (36.2991494, 59.633549), (36.2959034, 59.6282883), (36.3029718, 59.6221947), (36.2959034, 59.6282883), (36.2967156, 59.627901), (36.2971298, 59.6276637), (36.2980847, 59.6269616), (36.3020813, 59.6232616), (36.3025406, 59.6228012), (36.3029718, 59.6221947), (36.3034924, 59.6216749), (36.3033055, 59.6218452), (36.3029718, 59.6221947), (36.3034924, 59.6216749), (36.3142779, 59.6161032), (36.3108371, 59.6237817), (36.3114877, 59.6233392), (36.3128234, 59.6223977), (36.3130633, 59.6221831), (36.3133486, 59.6217433), (36.3136166, 59.6210378), (36.3142779, 59.6161032), (36.3108371, 59.6237817), (36.3036675, 59.6282181), (36.3034189, 59.6284488), (36.3030428, 59.6288967), (36.2991494, 59.633549), (36.3002219, 59.6326894), (36.3008682, 59.632161), (36.3108371, 59.6237817)]"
رسالت,1,0,16,89,0,1,0,6,1,66.67,"[(36.312966, 59.6374918), (36.3060047, 59.6445943), (36.310969, 59.6407454), (36.3111365, 59.6404986), (36.312966, 59.6374918), (36.312966, 59.6374918), (36.3170757, 59.6391588), (36.3174236, 59.6392903), (36.3191666, 59.6398656), (36.312966, 59.6374918), (36.3165819, 59.6449792), (36.3125446, 59.6518108), (36.3115926, 59.6534938), (36.3153391, 59.6472055), (36.3165819, 59.6449792)]"
طبرسی شمالی,0,0,3,60,0,0,0,6,1,44.44,"[(36.320111, 59.6673381), (36.3288348, 59.6813656), (36.3321467, 59.6839915), (36.320111, 59.6673381), (36.3237005, 59.6569204), (36.3362619, 59.6754635), (36.3309785, 59.6651172), (36.3237005, 59.6569204), (36.3237005, 59.6569204), (36.3174804, 59.6631082), (36.3200181, 59.660933), (36.3237005, 59.6569204)]"
کوی دروی,0,0,14,152,0,1,0,43,0,44.44,"[(36.3165819, 59.6449792), (36.3262937, 59.6542167), (36.3214704, 59.6479565), (36.320567, 59.6470338), (36.3192055, 59.6457624), (36.3185312, 59.6454245), (36.3165819, 59.6449792), (36.3298505, 59.6461849), (36.3285881, 59.6482223), (36.3262937, 59.6542167), (36.3289905, 59.6546244), (36.3301141, 59.6528005), (36.3298505, 59.6461849), (36.3257837, 59.6422823), (36.3278387, 59.644428), (36.3280705, 59.6446574), (36.3290089, 59.6455519), (36.3298505, 59.6461849), (36.3260949, 59.642529), (36.3257837, 59.6422823), (36.3191666, 59.6398656), (36.323667, 59.6415225), (36.3257837, 59.6422823), (36.3253629, 59.6420851), (36.3214779, 59.6404383), (36.3207986, 59.6402367), (36.3200301, 59.6400568), (36.3191666, 59.6398656)]"
سیس آباد,4,0,16,103,0,1,0,15,0,55.56,"[(36.3479822, 59.637406), (36.3410904, 59.6374261), (36.3355938, 59.6406233), (36.3320178, 59.6428402), (36.3298505, 59.6461849), (36.3536393, 59.6427119), (36.351595, 59.640402), (36.3486713, 59.637638), (36.3484812, 59.6375133), (36.3482717, 59.6374288), (36.3479822, 59.637406), (36.3298505, 59.6461849), (36.3285881, 59.6482223), (36.3262937, 59.6542167), (36.3289905, 59.6546244), (36.3301141, 59.6528005), (36.3298505, 59.6461849), (36.3237005, 59.6569204), (36.3362619, 59.6754635), (36.3309785, 59.6651172), (36.3237005, 59.6569204)]"
عباس آباد,0,0,29,99,1,0,0,3,0,44.44,"[(36.3237005, 59.6569204), (36.3174804, 59.6631082), (36.3200181, 59.660933), (36.3237005, 59.6569204), (36.3165819, 59.6449792), (36.3262937, 59.6542167), (36.3214704, 59.6479565), (36.320567, 59.6470338), (36.3192055, 59.6457624), (36.3185312, 59.6454245), (36.3165819, 59.6449792), (36.3165819, 59.6449792), (36.3125446, 59.6518108), (36.3115926, 59.6534938), (36.3153391, 59.6472055), (36.3165819, 59.6449792)]"
خیرآباد,0,0,13,59,0,1,1,4,1,66.67,"[(36.312966, 59.6374918), (36.3060047, 59.6445943), (36.310969, 59.6407454), (36.3111365, 59.6404986), (36.312966, 59.6374918), (36.3056832, 59.6341257), (36.3113526, 59.6370681), (36.3115741, 59.637174), (36.312966, 59.6374918), (36.3068666, 59.6343228), (36.3065964, 59.6342142), (36.3062646, 59.6341579), (36.3056832, 59.6341257), (36.3056832, 59.6341257), (36.3018205, 59.6378606), (36.3035054, 59.6362955), (36.3056832, 59.6341257)]"
بلال,0,0,18,45,0,0,0,1,0,33.33,"[(36.3307343, 59.6247245), (36.3299283, 59.6345173), (36.330972, 59.629759), (36.3309363, 59.628249), (36.3307343, 59.6247245), (36.3273831, 59.6240169), (36.3290445, 59.6243718), (36.3307343, 59.6247245), (36.3273831, 59.6240169), (36.3240809, 59.6308815), (36.3251873, 59.6317076), (36.3285238, 59.633789), (36.3299283, 59.6345173), (36.3285929, 59.6329093), (36.3254812, 59.6310639), (36.3240809, 59.6308815)]"
خواجه ربیع,4,0,66,150,0,2,0,25,3,66.67,"[(36.3307343, 59.6247245), (36.3593452, 59.6326973), (36.3463295, 59.6267751), (36.3419135, 59.6250746), (36.3410126, 59.6248358), (36.3404487, 59.6248063), (36.3307343, 59.6247245), (36.3307343, 59.6247245), (36.3299283, 59.6345173), (36.330972, 59.629759), (36.3309363, 59.628249), (36.3307343, 59.6247245), (36.3299283, 59.6345173), (36.3257837, 59.6422823), (36.3271883, 59.641141), (36.3277447, 59.6402612), (36.3299283, 59.6345173), (36.3257837, 59.6422823), (36.3278387, 59.644428), (36.3280705, 59.6446574), (36.3290089, 59.6455519), (36.3298505, 59.6461849), (36.3260949, 59.642529), (36.3257837, 59.6422823), (36.3479822, 59.637406), (36.3410904, 59.6374261), (36.3355938, 59.6406233), (36.3320178, 59.6428402), (36.3298505, 59.6461849), (36.3536393, 59.6427119), (36.351595, 59.640402), (36.3486713, 59.637638), (36.3484812, 59.6375133), (36.3482717, 59.6374288), (36.3479822, 59.637406)]"
بهمن,2,0,38,104,0,2,0,42,4,66.67,"[(36.3273831, 59.6240169), (36.3290445, 59.6243718), (36.3307343, 59.6247245), (36.3273831, 59.6240169), (36.3307343, 59.6247245), (36.3593452, 59.6326973), (36.3463295, 59.6267751), (36.3419135, 59.6250746), (36.3410126, 59.6248358), (36.3404487, 59.6248063), (36.3307343, 59.6247245), (36.3362895, 59.6062435), (36.3648893, 59.6225393), (36.3590943, 59.614411), (36.3362895, 59.6062435)]"
راهنمایی,0,0,10,12,0,0,0,5,1,44.44,"[(36.2973382, 59.5730303), (36.2971449, 59.5731041), (36.301614, 59.5764059), (36.3022398, 59.5767371), (36.3034919, 59.5773822), (36.2986774, 59.5734434), (36.2982861, 59.5731631), (36.2973382, 59.5730303), (36.300124, 59.5632375), (36.2971449, 59.5731041), (36.3000922, 59.5635527), (36.300124, 59.5632375), (36.300124, 59.5632375), (36.3019015, 59.5642394), (36.3073097, 59.5668425), (36.300124, 59.5632375)]"
سجاد شهر,2,0,82,186,0,10,1,16,8,77.78,"[(36.3261639, 59.543501), (36.3254486, 59.5480326), (36.325304, 59.5504701), (36.3261639, 59.543501), (36.3183929, 59.5414781), (36.3261639, 59.543501), (36.326077, 59.5434779), (36.32597, 59.5434495), (36.3198422, 59.541824), (36.3183929, 59.5414781), (36.3183929, 59.5414781), (36.3100417, 59.5550608), (36.3179607, 59.5431947), (36.3183929, 59.5414781), (36.3148917, 59.5602456), (36.3196744, 59.5653123), (36.3241069, 59.5699889), (36.3148917, 59.5602456)]"
فلسطین,0,0,9,85,0,2,4,8,1,66.67,"[(36.300124, 59.5632375), (36.3019015, 59.5642394), (36.3073097, 59.5668425), (36.300124, 59.5632375), (36.3097002, 59.5626985), (36.3073097, 59.5668425), (36.3081375, 59.5672354), (36.3115071, 59.5651674), (36.3124711, 59.5637137), (36.3097002, 59.5626985), (36.3073821, 59.5523129), (36.3095662, 59.5546263), (36.3100417, 59.5550608), (36.3073821, 59.5523129)]"
آبکوه,0,1,4,67,0,0,1,3,0,55.56,"[(36.3053319, 59.5722297), (36.3073021, 59.5731644), (36.3095641, 59.5740375), (36.3079041, 59.5732985), (36.3053319, 59.5722297), (36.3124711, 59.5637137), (36.3095641, 59.5740375), (36.3117103, 59.5698425), (36.3131216, 59.5663342), (36.3133853, 59.5650709), (36.3124711, 59.5637137), (36.3097002, 59.5626985), (36.3073097, 59.5668425), (36.3081375, 59.5672354), (36.3115071, 59.5651674), (36.3124711, 59.5637137), (36.3097002, 59.5626985)]"
ارشاد,0,2,4,28,0,1,0,4,0,55.56,"[(36.3095641, 59.5740375), (36.3099844, 59.5742252), (36.3194346, 59.5767733), (36.3236348, 59.5779052), (36.32258, 59.5776048), (36.3095641, 59.5740375), (36.3148917, 59.5602456), (36.3196744, 59.5653123), (36.3241069, 59.5699889), (36.3148917, 59.5602456), (36.3124711, 59.5637137), (36.3095641, 59.5740375), (36.3117103, 59.5698425), (36.3131216, 59.5663342), (36.3133853, 59.5650709), (36.3124711, 59.5637137)]"
بهشت,0,0,27,113,0,16,12,40,24,66.67,"[(36.2973382, 59.5730303), (36.2971449, 59.5731041), (36.301614, 59.5764059), (36.3022398, 59.5767371), (36.3034919, 59.5773822), (36.2986774, 59.5734434), (36.2982861, 59.5731631), (36.2973382, 59.5730303), (36.2971449, 59.5731041), (36.294871, 59.5771205), (36.2910495, 59.5859518), (36.2916883, 59.5853685), (36.2920731, 59.5849219), (36.2971449, 59.5731041), (36.3009547, 59.5840958), (36.3007504, 59.5842171), (36.2984623, 59.5858674), (36.295962, 59.5877025), (36.2958823, 59.587761), (36.2933454, 59.5896265), (36.2925368, 59.5902273), (36.3009547, 59.5840958), (36.3034919, 59.5773822), (36.3009547, 59.5840958), (36.3012595, 59.5836143), (36.3025219, 59.580102), (36.3034919, 59.5773822)]"
گوهرشاد,0,0,2,52,0,1,1,9,2,66.67,"[(36.3034919, 59.5773822), (36.3164062, 59.5859143), (36.3145786, 59.5839965), (36.3119761, 59.582009), (36.3110511, 59.5814109), (36.3100893, 59.580794), (36.3091945, 59.5803219), (36.3034919, 59.5773822), (36.3095641, 59.5740375), (36.3099844, 59.5742252), (36.3194346, 59.5767733), (36.3236348, 59.5779052), (36.32258, 59.5776048), (36.3095641, 59.5740375), (36.3053319, 59.5722297), (36.3073021, 59.5731644), (36.3095641, 59.5740375), (36.3079041, 59.5732985), (36.3053319, 59.5722297)]"
سناباد,2,0,15,90,0,3,4,38,3,77.78,"[(36.3033806, 59.5853215), (36.2962962, 59.5974706), (36.2956033, 59.5990925), (36.2992481, 59.5976651), (36.3033806, 59.5853215), (36.3009547, 59.5840958), (36.3033806, 59.5853215), (36.3022809, 59.5847623), (36.3009547, 59.5840958), (36.3009547, 59.5840958), (36.3007504, 59.5842171), (36.2984623, 59.5858674), (36.295962, 59.5877025), (36.2958823, 59.587761), (36.2933454, 59.5896265), (36.2925368, 59.5902273), (36.3009547, 59.5840958)]"
سعد آباد,3,0,7,50,0,0,0,11,0,44.44,"[(36.3033806, 59.5853215), (36.3124625, 59.5902776), (36.3121847, 59.5899416), (36.3118497, 59.5895956), (36.3113818, 59.5892798), (36.3033806, 59.5853215), (36.3033806, 59.5853215), (36.2962962, 59.5974706), (36.2956033, 59.5990925), (36.2992481, 59.5976651), (36.3033806, 59.5853215)]"
طرق,3,0,11,38,0,0,0,3,0,44.44,"[(36.200244, 59.6683647), (36.1998309, 59.6718528), (36.2007943, 59.6764577), (36.2049335, 59.6840086), (36.2111911, 59.691778), (36.2129229, 59.6932281), (36.2266951, 59.6817309), (36.200244, 59.6683647), (36.2086132, 59.6602866), (36.2093858, 59.6612321), (36.2266951, 59.6817309), (36.2194529, 59.6730673), (36.2086132, 59.6602866), (36.2086132, 59.6602866), (36.200244, 59.6683647), (36.2029417, 59.6665589), (36.2041028, 59.6655276), (36.2069198, 59.6629857), (36.2069508, 59.662944), (36.2085266, 59.660582), (36.2086132, 59.6602866)]"
انقلاب,2,0,18,50,0,0,1,15,2,66.67,"[(36.23188, 59.6253264), (36.2173712, 59.6258712), (36.2169059, 59.6259758), (36.216577, 59.6260965), (36.2159473, 59.6264398), (36.2154452, 59.6268596), (36.23188, 59.6253264), (36.2341119, 59.624868), (36.23188, 59.6253264), (36.2324374, 59.6252972), (36.2330302, 59.6252221), (36.233822, 59.6249887), (36.2341119, 59.624868), (36.2400938, 59.6079379), (36.2371234, 59.6093917), (36.2341119, 59.624868), (36.2360352, 59.6217889), (36.2366021, 59.6208689), (36.2400938, 59.6079379), (36.2371234, 59.6093917), (36.2315871, 59.6120417), (36.2164926, 59.6193963), (36.2197861, 59.6178514), (36.2371234, 59.6093917), (36.2164926, 59.6193963), (36.2154452, 59.6268596), (36.2163325, 59.6245059), (36.2164666, 59.6203566), (36.2164926, 59.6193963)]"
شهرک ابوذر,1,0,8,33,0,0,0,17,0,44.44,"[(36.1988196, 59.6041747), (36.2069121, 59.6249163), (36.2154452, 59.6268596), (36.1988196, 59.6041747), (36.2164926, 59.6193963), (36.2154452, 59.6268596), (36.2163325, 59.6245059), (36.2164666, 59.6203566), (36.2164926, 59.6193963), (36.2113044, 59.5994713), (36.2164926, 59.6193963), (36.2172197, 59.6184307), (36.2172835, 59.6145334), (36.2113044, 59.5994713)]"
شهرک بهارستان,1,0,11,56,0,0,0,6,0,44.44,"[(36.2371234, 59.6093917), (36.2315871, 59.6120417), (36.2164926, 59.6193963), (36.2197861, 59.6178514), (36.2371234, 59.6093917), (36.2113044, 59.5994713), (36.2164926, 59.6193963), (36.2172197, 59.6184307), (36.2172835, 59.6145334), (36.2113044, 59.5994713), (36.2303236, 59.5918267), (36.2273935, 59.5921995), (36.2218063, 59.5938282), (36.2203286, 59.5944042), (36.2113044, 59.5994713), (36.2303236, 59.5918267), (36.2303236, 59.5918267), (36.2306957, 59.5927942), (36.231586, 59.5950996), (36.2316974, 59.595357), (36.2318683, 59.595636), (36.2320836, 59.5959283), (36.232288, 59.5961631), (36.2303236, 59.5918267), (36.232288, 59.5961631), (36.2321915, 59.5963229), (36.2317991, 59.5969731), (36.2327468, 59.6010983), (36.2371234, 59.6093917), (36.2375929, 59.6045959), (36.232288, 59.5961631)]"
کوی سیدی,0,0,47,145,0,1,0,33,2,55.56,"[(36.2544959, 59.6019351), (36.2341119, 59.624868), (36.2357021, 59.6241251), (36.2409548, 59.621534), (36.2437886, 59.6201152), (36.2445652, 59.6195894), (36.2454024, 59.6187338), (36.2461725, 59.6175483), (36.2525352, 59.6058967), (36.2534403, 59.6042351), (36.2544959, 59.6019351), (36.2400938, 59.6079379), (36.2371234, 59.6093917), (36.2341119, 59.624868), (36.2360352, 59.6217889), (36.2366021, 59.6208689), (36.2400938, 59.6079379), (36.232288, 59.5961631), (36.2321915, 59.5963229), (36.2317991, 59.5969731), (36.2327468, 59.6010983), (36.2371234, 59.6093917), (36.2375929, 59.6045959), (36.232288, 59.5961631), (36.232288, 59.5961631), (36.2325618, 59.5964098), (36.2328592, 59.5966163), (36.2414534, 59.601966), (36.2371667, 59.5988747), (36.2356253, 59.5977978), (36.2354338, 59.5976825), (36.235158, 59.5975484), (36.232288, 59.5961631), (36.2542017, 59.6018708), (36.2414534, 59.601966), (36.2462287, 59.6054301), (36.2476672, 59.6064144), (36.2520733, 59.6037215), (36.2530553, 59.6030456), (36.2542017, 59.6018708)]"
کوی ولیعصر,0,0,15,72,1,0,0,7,0,44.44,"[(36.232288, 59.5961631), (36.2325618, 59.5964098), (36.2328592, 59.5966163), (36.2414534, 59.601966), (36.2371667, 59.5988747), (36.2356253, 59.5977978), (36.2354338, 59.5976825), (36.235158, 59.5975484), (36.232288, 59.5961631), (36.2303236, 59.5918267), (36.2306957, 59.5927942), (36.231586, 59.5950996), (36.2316974, 59.595357), (36.2318683, 59.595636), (36.2320836, 59.5959283), (36.232288, 59.5961631), (36.2303236, 59.5918267), (36.2375106, 59.5878412), (36.2303236, 59.5918267), (36.237178, 59.5906089), (36.2375106, 59.5878412), (36.2386731, 59.5841514), (36.2375106, 59.5878412), (36.2459691, 59.5853269), (36.2437602, 59.5847953), (36.2409058, 59.5843284), (36.2386731, 59.5841514), (36.2472324, 59.5899027), (36.2452953, 59.5938523), (36.2414534, 59.601966), (36.2472324, 59.5899027)]"
ایمان,0,0,17,30,0,0,0,2,0,33.33,"[(36.2571497, 59.590989), (36.2558809, 59.5988444), (36.2566112, 59.5965064), (36.256901, 59.5944384), (36.2571497, 59.590989), (36.2526622, 59.5816067), (36.2521036, 59.59023), (36.2527785, 59.5908952), (36.2571497, 59.590989), (36.2526622, 59.5816067), (36.2526622, 59.5816067), (36.2459691, 59.5853269), (36.2482274, 59.5852411), (36.2526622, 59.5816067), (36.2472324, 59.5899027), (36.2534079, 59.6011037), (36.2542017, 59.6018708), (36.2555578, 59.5967276), (36.2507809, 59.5925756), (36.2493133, 59.5913404), (36.2472324, 59.5899027)]"
کوی پلیس,11,0,148,25,1,0,0,23,0,55.56,"[(36.2544959, 59.6019351), (36.2341119, 59.624868), (36.2357021, 59.6241251), (36.2409548, 59.621534), (36.2437886, 59.6201152), (36.2445652, 59.6195894), (36.2454024, 59.6187338), (36.2461725, 59.6175483), (36.2525352, 59.6058967), (36.2534403, 59.6042351), (36.2544959, 59.6019351), (36.2341119, 59.624868), (36.2341985, 59.6251389), (36.2344018, 59.6252087), (36.2341119, 59.624868), (36.2524713, 59.6142518), (36.2344018, 59.6252087), (36.243449, 59.6232265), (36.2467435, 59.6200159), (36.250503, 59.6162716), (36.2524713, 59.6142518), (36.2579651, 59.6087587), (36.2561656, 59.6105289), (36.2524713, 59.6142518), (36.2533841, 59.6133453), (36.2579651, 59.6087587), (36.2623772, 59.6044645), (36.2579651, 59.6087587), (36.2614212, 59.605422), (36.2623772, 59.6044645), (36.2558809, 59.5988444), (36.2601733, 59.6025681), (36.2623772, 59.6044645), (36.2568015, 59.5995989), (36.2558809, 59.5988444)]"
پروین اعتصامی,3,0,8,30,0,1,0,3,0,55.56,"[(36.2609384, 59.6160181), (36.2557006, 59.6198295), (36.2587243, 59.6181142), (36.2590271, 59.6179117), (36.2603972, 59.6165612), (36.2609384, 59.6160181), (36.2524713, 59.6142518), (36.2557006, 59.6198295), (36.2540806, 59.6167248), (36.2524713, 59.6142518), (36.2579651, 59.6087587), (36.2561656, 59.6105289), (36.2524713, 59.6142518), (36.2533841, 59.6133453), (36.2579651, 59.6087587), (36.2579651, 59.6087587), (36.2582506, 59.609271), (36.2588043, 59.6101829), (36.2619322, 59.6150351), (36.2579651, 59.6087587)]"
هفده شهریور,0,0,25,136,0,2,0,6,1,55.56,"[(36.2765014, 59.6173075), (36.2760721, 59.6175185), (36.2739972, 59.6191335), (36.2708723, 59.6258223), (36.2765014, 59.6173075), (36.267787, 59.6091745), (36.2765014, 59.6173075), (36.2764465, 59.6168482), (36.2757567, 59.6160516), (36.275028, 59.6153837), (36.2685839, 59.6098235), (36.267787, 59.6091745), (36.267787, 59.6091745), (36.2619322, 59.6150351), (36.2635266, 59.6134526), (36.2659337, 59.6110493), (36.267787, 59.6091745), (36.2609384, 59.6160181), (36.2614472, 59.6167785), (36.2618949, 59.6173096), (36.264795, 59.620311), (36.2708723, 59.6258223), (36.268173, 59.6230119), (36.2609384, 59.6160181)]"
کوشش,0,0,2,20,0,7,1,23,2,66.67,"[(36.2736422, 59.6034737), (36.2731321, 59.6039515), (36.269144, 59.6078186), (36.267787, 59.6091745), (36.2736422, 59.6034737), (36.2617398, 59.5932717), (36.2594751, 59.5940883), (36.2558809, 59.5988444), (36.2563647, 59.5989006), (36.2572833, 59.5981336), (36.2617398, 59.5932717), (36.2558809, 59.5988444), (36.2601733, 59.6025681), (36.2623772, 59.6044645), (36.2568015, 59.5995989), (36.2558809, 59.5988444), (36.2623772, 59.6044645), (36.2644966, 59.6063152), (36.2660732, 59.6076858), (36.267787, 59.6091745), (36.2672258, 59.6086514), (36.2623772, 59.6044645)]"
عنصری,1,0,16,20,0,2,0,4,0,55.56,"[(36.2838522, 59.6122353), (36.2765014, 59.6173075), (36.2774738, 59.6175466), (36.2776728, 59.6174165), (36.2778031, 59.6173309), (36.2779404, 59.6172366), (36.2781143, 59.6171099), (36.2784678, 59.6168199), (36.2828385, 59.6132179), (36.2838522, 59.6122353), (36.2736422, 59.6034737), (36.2731321, 59.6039515), (36.269144, 59.6078186), (36.267787, 59.6091745), (36.2736422, 59.6034737), (36.267787, 59.6091745), (36.2765014, 59.6173075), (36.2764465, 59.6168482), (36.2757567, 59.6160516), (36.275028, 59.6153837), (36.2685839, 59.6098235), (36.267787, 59.6091745)]"
